text,sentiment,Content_Parsed
Listening to Lady Gaga... Relatives just left after our Mother`s Day celebration,neutral,listen lady gaga relatives leave mother` day celebration
Cleaning + finding stuff to sell. I`m so poor.,negative,clean + find stuff sell ` poor
 OMG I just spit my drink out! RIP hair straightener!!,negative, omg spit drink rip hair straightener
 Thank you so much  Me neitherrrr!,positive, thank much neitherrrr
 Ahh! normally I would jump at that but i`m manning the office solo today,neutral, ahh normally would jump ` man office solo today
 mmm but nothing i can do. lucky ive got great friends like u to cheer me up,positive, mmm nothing lucky ive get great friends like u cheer 
wats up with the racism in australia? Its not nice,negative,wats racism australia nice
"[Aeroplanes - We Know, Plato!] One of my favorite WKP songs!  ? http://blip.fm/~5jq91",positive,[aeroplanes - know plato] one favorite wkp songs http//blipfm/~5jq91
 feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love youth!,neutral, feel better - nothing yesterday lay around hate miss youth leader polar bear swim gotta love youth
painting,neutral,paint
" oh nos, what happened",neutral, oh nos happen
Getting ready to launch the podcast of chapter 1 of 'Turning Left at Albuquerque' this morning. I know you`re excited - so am I!,positive,get ready launch podcast chapter 1 'turning leave albuquerque' morning know ` excite - 
"It`s so hard to keep up with everything! There`s the whole coldplaying, twitter, facebook and not to talk about real life... Impossible.",negative,` hard keep everything ` whole coldplaying twitter facebook talk real life impossible
About to clock into work,neutral, clock work
now we are also on twitter  follow us to know the latest!,neutral, also twitter follow us know latest
 I kno I kknow ... sigh... been on. but it sux,negative, kno kknow sigh sux
 Mr Tweet I think,neutral, mr tweet think
i`ve become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already!!,negative,` become one pathetic girls feel lonely without boyfriends hahaha miss josey already
"This is for nicole ï¿½ Its raining, make sure you bring an umbrellaï¿½ See its not about the pack train I`m on today",neutral, nicole ï¿½ rain make sure bring umbrellaï¿½ see pack train ` today
" haha, sorry, it`s past my bedtime",negative, haha sorry ` past bedtime
"Texas Chainsaw Massacre: The Next Generation. Tis nothing, but pure insanity. Can I have the title of Queen of watching bad horror films?",neutral,texas chainsaw massacre next generation tis nothing pure insanity title queen watch bad horror film
"I definitely missed listening to The Spill Canvas, I miss seeing them live as well  'Now I`m in stitches ooooover you and oooover you, oh'",negative, definitely miss listen spill canvas miss see live well ' ` stitch ooooover oooover oh'
"had a great weekend in Stuttgart at the befah-conference. Wonderful people, nice discussions and lots of fun. Together we`re strong!",positive, great weekend stuttgart befah-conference wonderful people nice discussions lot fun together ` strong
who goes bowling anymore?... me and my friends,neutral, go bowl anymore friends
 I`m just following you because we`re both wearing Converse,neutral, ` follow ` wear converse
" hun are you okay? I see alot of your posts your exercising like mad,not eating or sleeping",negative, hun okay see alot post exercise like madnot eat sleep
 its brokey,neutral, brokey
"had a fun time at the concert!  almost got a picture with Taylor Momsen, freakin next in line then she left!",positive, fun time concert almost get picture taylor momsen freakin next line leave
hm i`m happy but i want to join drama practice today !,positive,hm ` happy want join drama practice today 
finally synced iPod,neutral,finally sync ipod
" if you register now, you`ll be able to buy in pre-presale next year. Saturday`s gonna be mayhem on internet, wake up early girl",neutral, register ` able buy pre-presale next year saturday` gonna mayhem internet wake early girl
 no.1 dont really mean anything to me anymore :L it did when good old top of the pops was on every sat or friday or something,negative, no1 dont really mean anything anymore l good old top pop every sit friday something
im home!  videoke at Funtime.. yey! got loads of tickets! nyahahaha!,neutral,im home videoke funtime yey get load ticket nyahahaha
Nothing like waking up slow in the morning. Docs appt today.,neutral,nothing like wake slow morning docs appt today
Tanya is jealous because I`m Mike`s new favorite  It`s because he tried to kiss me over the weekend....pictures to follow at 95sx.com,neutral,tanya jealous ` mike` new favorite ` try kiss weekendpictures follow 95sxcom
I`m slightly disturbed by Hollyoaks tonight.  I really don`t think it`s something that should have been shown at 6.30pm...,negative,` slightly disturb hollyoaks tonight really ` think ` something show 630pm
Sad that when fitness center reopens will not have our Zumba class anymore.  Just found out today on our last class before closure.,negative,sad fitness center reopen zumba class anymore find today last class closure
"ï¿½ï¿½h. iï¿½m gonna go in the 'big' house now, borrow my sis guitar and play and maybe write",neutral,ï¿½ï¿½h iï¿½m gonna go 'big' house borrow sis guitar play maybe write
Morning.. Coffee and fresh air,positive,morning coffee fresh air
" oh, is it good? I`ve been wanting to watch that movie but nooobody would watch it w/me",negative, oh good ` want watch movie nooobody would watch w/
Sleeeeeeeepy.... I`m off... Goodnight twitterverse!,neutral,sleeeeeeeepy ` goodnight twitterverse
 go into an anti-gravity chamber then you can tell gravity to suck it.,neutral, go anti-gravity chamber tell gravity suck 
off to friendss for theree birthdayy.  X,neutral, friendss theree birthdayy x
http://twitpic.com/4we51 - summer is here.,neutral,http//twitpiccom/4we51 - summer 
" demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",positive, demi say hi ` enough replay please love much
Boo Im lonely and bored,negative,boo im lonely bore
It hurts to breathe again.. Why?,negative, hurt breathe 
"Off to the Dream World to battle the evil Spork Horde.  Later, folks.",neutral, dream world battle evil spork horde later folks
 waaaaayyyyy too hot for that,negative, waaaaayyyyy hot 
.... So I always get left out,negative, always get leave 
" again, surely the uploading could wait until you got home?  I`m all about enjoying the party when you can.",positive, surely upload could wait get home ` enjoy party 
might start Spanish...any min now....nope just can`t do it! ****,neutral,might start spanishany min nownope ` ****
 yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them,negative, yeah exactly fan overpower haters anyday u know wat wat u wnt dnt even care anymore know truth 
"talkshow with Larry, then Cage?",neutral,talkshow larry cage
****... Why does it take so long to install SBS2008?!,negative,**** take long install sbs2008
Have to go to work  typical sunshine and deep sleep; stupid friday.,negative, go work typical sunshine deep sleep stupid friday
_Uh_Knee,neutral,_uh_knee
I saw a squirrel get hit by a car while walking to bart this morning...wondering if there was anything I could have done.,neutral, saw squirrel get hit car walk bart morningwondering anything could 
just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time! smh,neutral, get first lesson rain meet white shirt one man tell like bra time smh
At tempe marketplace waiting to see Star Trek.,neutral, tempe marketplace wait see star trek
 all you have to do is have your boyfriend say something for me so i can hear his accent.,neutral, boyfriend say something hear accent
95 degrees and a crappy a/c,negative,95 degrees crappy /c
Stuck on NJ Transit for the past twenty minutes. Great way to start the week,neutral,stick nj transit past twenty minutes great way start week
Playing 'The Simpsons Game' for Nitentdo DS Light *_*,neutral,play ' simpsons game' nitentdo ds light *_*
 Pleaseee Give Me A Shoutout  Love Georgia (UK),positive, pleaseee give shoutout love georgia (uk)
That`s exactly why I prefer to give money and play outside the house. Stupid Internet connection always ruining my instances!!!!  #wow,neutral,` exactly prefer give money play outside house stupid internet connection always ruin instance #wow
I am having a pretty good time at work talking **** with one on  the gymnastics gils,neutral, pretty good time work talk **** one gymnastics gils
Just had an iced coffee. Christ that tasted nasty,negative, ice coffee christ taste nasty
" haha, yeah I think it`s a bit of both",neutral, haha yeah think ` bite 
Angus down 3-1 in first set     http://yfrog.com/10jsepj,neutral,angus 3-1 first set http//yfrogcom/10jsepj
" He steals my stuff, buries them under fence. Embarassing when it`s the man returning them! Not much I can do about frogs.",negative, steal stuff bury fence embarassing ` man return much frog
"Word to all those i call mom, and there are a lot of yall.. HAPPY MOTHERS DAY  i love you all!",positive,word call mom lot yall happy mother day love 
 I know how you feel Darian is in LA with Bam and I am missing him terribly. And I won`t see him until Sunday.,negative, know feel darian la bam miss terribly ` see sunday
I don`t wanna be single the rest of my life,positive, ` wanna single rest life
 The John Lennon poster. My inner fan girl is dancing with joy.,positive, john lennon poster inner fan girl dance joy
"http://twitpic.com/675tw - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",negative,http//twitpiccom/675tw - square b - sad ` ` well square (crocheted bee poly fibe 
"is boiling in the office, air con any1 ?",neutral, boil office air con any1 
 I`m so ready for the weekend. Did you see all the flash flood warnings for around here?,neutral, ` ready weekend see flash flood warn around 
#hollyoaks .... The curse of justin strikes again.... Date the burton and end up screwed  poor sod,negative,#hollyoaks curse justin strike date burton end screw poor sod
"hmm. I`m disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help.",neutral,hmm ` disappoint make 2 serve able enjoy one stomach full wish company help
 not there but wish I were,neutral, wish 
" Ahh Dave Canada isn`t included  That`s okay, we still love ya!  Let`s get this!",positive, ahh dave canada ` include ` okay still love ya let` get 
" No nothing wrong with thinking he`s hot, but he belongs to me",positive, nothing wrong think ` hot belong 
Morning & welcome new followers! I tweet business & pleasure so just fair warning,positive,morning & welcome new followers tweet business & pleasure fair warn
IBood DOWN,neutral,ibood 
"J, sorry about the bad night, hopefully my workout updates gave you a little humor in your night..",neutral,j sorry bad night hopefully workout update give little humor night
_Kid congrats; im still jobless,neutral,_kid congrats im still jobless
 heyyy! how are you todayy?!,neutral, heyyy todayy
 Yucky! We had our last soccer game of the season today...tryouts start Friday,negative, yucky last soccer game season todaytryouts start friday
I`m a 100% Reagan con according to this quiz http://quizfarm.com/run.php/QuizRunner,neutral,` 100% reagan con accord quiz http//quizfarmcom/runphp/quizrunner
Search Ryan Carera & Josh Kelley  They`re really good,positive,search ryan carera & josh kelley ` really good
"So happy that it`s FINALLY May!    The Indy 500.  Was there for the horrors of 1973, yet I still remain held captive by Indy`s spirit...",positive, happy ` finally may indy 500 horrors 1973 yet still remain hold captive indy` spirit
can`t set up my phone on twitter,neutral,` set phone twitter
Loll whats boyfriend #2 supposed to mean then?  its to cold,negative,loll whats boyfriend #2 suppose mean cold
"thers not many peole tweeting tonight... well suppose it is friday...evry normal person is out partyin, but im skint",negative,thers many peole tweet tonight well suppose fridayevry normal person partyin im skint
"Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts",neutral,yolonda go swim phone beach lol lose contact
" main event has not happened yet, but he is doing well so far",positive, main event happen yet well far
Sad to be leaving so soon,negative,sad leave soon
" If you ever need some help with the Podcasters Emporium, let me know",neutral, ever need help podcasters emporium let know
Ok this is a lot more boring then I thought  and matt has me on lockdown bc of moolah...,negative,ok lot bore think matt lockdown bc moolah
wish all the mother in the flatworld have a happy & awesome mother`s day,positive,wish mother flatworld happy & awesome mother` day
Congrats to Dave & Anna! Surprise proposal at the Enzian Theater in Orlando  http://qik.com/video/1638824,positive,congrats dave & anna surprise proposal enzian theater orlando http//qikcom/video/1638824
" Hey.  I won`t be coming to town this weekend, because I don`t have a day off until next friday.",neutral, hey ` come town weekend ` day next friday
is so bored...,negative, bore
_in_NH night bud,neutral,_in_nh night bud
(SINGZ) SO I THINK IM JST ABT DONE BEING UR GIRRRLFRIEND....IM LEAVIN....IM LEAVIN! JST LOVE CM!,neutral,(singz) think im jst abt ur girrrlfriendim leavinim leavin jst love cm
" hey! haha, yep! that was me! negative comments get me reallllyyy mad; so i always defend them!  haha!",neutral, hey haha yep negative comment get reallllyyy mad always defend haha
Just got home from work and tired,negative, get home work tire
" i spent the whole day shopping with Aiza.  i don`t really like shopping.  still, i had fun but my feet didn`t.",neutral, spend whole day shop aiza ` really like shop still fun feet `
No one`s coming in,neutral, one` come 
"i thought ur account  was fake. but, it`s true, sorry david!",neutral, think ur account fake ` true sorry david
"my brain is gonna explode, a minute from now ) it is full of numbers @-) this should be the cliiimb. :-j i`m climbing the: mt. numbers.",negative, brain gonna explode minute ) full number @-) cliiimb -j ` climb mt number
Going to buffalo wild wings to meet up with my best friends I haven`t seen in forever! Too bad I can`t eat the food,negative,go buffalo wild wing meet best friends ` see forever bad ` eat food
 I had bad net issues on Weds so couldn`t broadcast  Am on tonight tho... tune in for new anthems and bad mixing!,negative, bad net issue wed ` broadcast tonight tho tune new anthems bad mix
"_C I can`t find the original on blip.fm and the Ex Models version, not so much...",negative,_c ` find original blipfm ex model version much
 fantastic.... pick up a **** for me,positive, fantastic pick **** 
Basil will be the highlight of my day. I`ve just had an old man lecture me on the greatness of the Telegraph. What an idiot,neutral,basil highlight day ` old man lecture greatness telegraph idiot
Happy Mothers Day to all Mothers every where,positive,happy mother day mother every 
is bored. my BFF doesn`t want to hang out,negative, bore bff ` want hang 
 and  great seein you guys today!!! you look so happy  love it!! lets hang out soon!! love yall!,positive, great seein guy today look happy love let hang soon love yall
 Yes please and check out your position on the locations map when added  - http://bit.ly/ttVn2,positive, yes please check position locations map add - http//bitly/ttvn2
Wow Justin Timberlake on SNL tonight was hilarious! You gotta love that dude!,positive,wow justin timberlake snl tonight hilarious gotta love dude
I am listening to the music of Super Juniors of Korea. I so like the way they sing and dance. I hope someday i can meet them.,positive, listen music super juniors korea like way sing dance hope someday meet 
"   plus, it is going to clash with ugly betty when channel 4 shows season 3 next month as well. grrr  !",negative, plus go clash ugly betty channel 4 show season 3 next month well grrr 
Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note,negative,send angry vibes individual blue vehicle hit car qfc park lot broad fail leave note
 what!!!????  where are u guys going!?,neutral, u guy go
 but i love adriana,positive, love adriana
" thanks for the retweet, man  having a quiet Sunday morning... how`s yours?",positive, thank retweet man quiet sunday morning ` 
has been kinda nice break but it wont matter soon I`ll be in grad school,positive, kinda nice break wont matter soon ` grad school
Fun webcamming with caroooo,positive,fun webcamming caroooo
thinks Coast Capital sent her work number to telemarketers,neutral,think coast capital send work number telemarketers
_MISS_CBW Sorry!  It`s been one hell of a day.  I has flooding,negative,_miss_cbw sorry ` one hell day flood
" Okay, as long as you`re all right.",neutral, okay long ` right
 Thank you for that!  I know it.,positive, thank know 
My coffee got cold blah!,negative, coffee get cold blah
enjoy the laker game for me guys! since i`ll be at work,positive,enjoy laker game guy since ` work
 oh kimmy really?  I give you one week from when you get home to hangout with me. I better get to see you. <3,positive, oh kimmy really give one week get home hangout better get see <3
"Taking Horse Pills, hoping I can get some sleep tonight",positive,take horse pills hop get sleep tonight
 oh that`s Star Trek  going on the 7th already. Woo!,positive, oh ` star trek go 7th already woo
"not sure if I can use my Neko tix for Sunday night.  may be offering them to someone else, you`ll all be the first to know if interested",neutral, sure use neko tix sunday night may offer someone else ` first know interest
finally leaving this place! woohoo! school time!,positive,finally leave place woohoo school time
Waiting for Raimi`s new horror flick Drag Me To Hell. I`m really excited for this! Too bad it`s not in #amcmain in KC,neutral,wait raimi` new horror flick drag hell ` really excite bad ` #amcmain kc
 That would be most welcome,positive, would welcome
My siblings left me alone.   Bored. (:|,negative, siblings leave alone bore (|
 Glad TS brought it! Sorry about ur foot shorty...ur gonna have to relax wit the heels,negative, glad ts bring sorry ur foot shortyur gonna relax wit heel
OH NO! MY FAN BROKE  NOOOOOOOOOOOO! great now i have to swelter in the heat. i like heat-ish but it hot! my laptop warm as well.,negative,oh fan break noooooooooooo great swelter heat like heat-ish hot laptop warm well
Got the CofO to late didn`t close today   Will close Monday....back out to meet a buyer tonight to show a few homes to,neutral,get cofo late ` close today close mondayback meet buyer tonight show home 
Aww man I left all my laffy taffy`s at work,neutral,aww man leave laffy taffy` work
is way too sleepy to be awake,neutral, way sleepy awake
Hello Twitters,neutral,hello twitter
Huffy is not having a good day night or life. Poor baby,negative,huffy good day night life poor baby
Finally at home. Who decides it`s time for more work at 17:10 on the Friday of a long weekend... apparently my client.,neutral,finally home decide ` time work 1710 friday long weekend apparently client
 for sure! You and your wife seem like cool cats.,positive, sure wife seem like cool cat
Ed is awake! But Andy doesn`t feel so hot so she`s still sleeping.,neutral,ed awake andy ` feel hot ` still sleep
Wrong button  ... My music biz building that is.,neutral,wrong button music biz build 
_E Aw. well im sorry you don`t like July for those reasons,negative,_e aw well im sorry ` like july reason
Drinking tea and eating choc chip cookies. Going to head to sleep soon! Night all,neutral,drink tea eat choc chip cookies go head sleep soon night 
I loved johnny carson now I`m going to hate seeing jay leno go,negative, love johnny carson ` go hate see jay leno go
Wishing all the Mom`s in the world a VERY HAPPY AND RELAXING MOTHERS DAY. May you get to spend the day with your feet up being pampered,positive,wish mom` world happy relax mother day may get spend day feet pamper
it`s realy boo0o0o0o00oring ..my book is on the side & i`m not studyin for sure...,negative,` realy boo0o0o0o00oring book side & ` studyin sure
"spent the whole day editing in Pro Tools...i luvvv this thing and am becoming quite the pro, but it gives me insane headaches.",neutral,spend whole day edit pro toolsi luvvv thing become quite pro give insane headaches
 i was in chiangmai for a month last year during loy krathong. best festival ever.,positive, chiangmai month last year loy krathong best festival ever
says ptour2 tom.  hello school again. ****! http://plurk.com/p/x15fh,negative,say ptour2 tom hello school **** http//plurkcom/p/x15fh
Grizzly Bear Concert tonight!!!!! Can`t wait. Will my cold be over by then though?,positive,grizzly bear concert tonight ` wait cold though
 aww way to make me feel special,positive, aww way make feel special
 The creeping charlie is what happens when I neglect the yard for the whole spring!  Thanks- &  would LOVE to see yr dogs!,neutral, creep charlie happen neglect yard whole spring thanks- & would love see yr dog
 I am working my way through a bottle of Excedrin. Maybe we are twins.,neutral, work way bottle excedrin maybe twin
  I Hate It There Should Be A Endless Supply Of Hot Water!  I Put the Water Heater On 20mins Ago So Ill Be Gone In 10mins  ****,negative, hate endless supply hot water put water heater 20mins ago ill go 10mins ****
Hank Thompson ï¿½ The Big One Got Away -- hmm... how old do you have to be to remember THIS?  ? http://blip.fm/~5jboh,neutral,hank thompson ï¿½ big one get away -- hmm old remember http//blipfm/~5jboh
 Thank you  That`s really of sweet of you!,positive, thank ` really sweet 
Running around town with Kathleen....she`s leaving me for a month..,neutral,run around town kathleenshe` leave month
 I want to go back to school too *sigh* - but I am too poor,negative, want go back school *sigh* - poor
 (duh typo error) part 2: social networking??.. there isn`t even room for people,negative, (duh typo error) part 2 social network ` even room people
at work and tired just want to go to bed,neutral, work tire want go bed
"ohh. i didnt double tweet a while ago, did i? now i did.",neutral,ohh didnt double tweet ago 
":O Looking through my old stuff and found a record from my old band! Well,a band that I was in for about a month. Ever heard of  ?",neutral, look old stuff find record old band wella band month ever hear 
Okayyy  you can read it to me cause then I`ll feel special haha.,positive,okayyy read cause ` feel special haha
I`m not a fan of all day trainings I Novi. I`m one sleepy girl.,negative,` fan day train novi ` one sleepy girl
SoCal!  stoked. or maybe not.. tomorrow,neutral,socal stoke maybe tomorrow
is feeling bad  just got bad news about my Mum,negative, feel bad get bad news mum
wants to increased my karma ~  http://plurk.com/p/suiva,neutral,want increase karma ~ http//plurkcom/p/suiva
oh no.... please... dont do that to yourself again,negative,oh please dont 
night twitter lovelies. happy yo momma day. i luff you mummy,positive,night twitter lovelies happy yo momma day luff mummy
made $30 tonight watching 2 little kids swim and watch a movie!!! haha i love babysitting haha,positive,make $30 tonight watch 2 little kid swim watch movie haha love babysitting haha
 i don`t have texting.....,neutral, ` texting
theres nothing worse than working on a friday night and having to wake up at 6 am on a saturday. I want my babe,negative,theres nothing worse work friday night wake 6 saturday want babe
" LOL, yeah I do it cuz it just seems that way sometimes don`****",neutral, lol yeah cuz seem way sometimes `****
you know what`s today? no? it`s the Star Wars day you ****!,neutral, know ` today ` star war day ****
right guys i have to go,neutral,right guy go
" No offense, but have you thought about a career change?",neutral, offense think career change
I have ants in my apartment,neutral, ants apartment
_jenkins nothing yet,neutral,_jenkins nothing yet
 cheese and onion! or as my father says `cheese and minging`,neutral, cheese onion father say `cheese minging`
im saaaaaaaaaaaaaad  i need someone to talk to.,negative,im saaaaaaaaaaaaaad need someone talk 
 Welcome  They are beautiful snow leopards.,positive, welcome beautiful snow leopards
 Yes it does,neutral, yes 
" hey perez! good luck! well, i`m still planning for a big present to be given for my mom! i love you mom!",positive, hey perez good luck well ` still plan big present give mom love mom
" Can`t go out this weekend, 12 hours of exams next week prevent it  Got my uni summerball next Sat though, should be good!",neutral, ` go weekend 12 hours exams next week prevent get uni summerball next sit though good
 naisee. is it bad that i can see lens flares all arond me while listening to it? XD cant really catch what they`re saying tho,neutral, naisee bad see lens flare arond listen xd cant really catch ` say tho
"is up, slightly later than planned... gunna get this essay done 2day!!",neutral, slightly later plan gunna get essay 2day
 amen to that brotha!,neutral, amen brotha
 company policy. Has been for the last two places I`ve worked at,neutral, company policy last two place ` work 
 won`t need my hugs anymore,negative, ` need hug anymore
 Congratulations on winning the Indie Award,positive, congratulations win indie award
always makes bad decisions,negative,always make bad decisions
Eating.,neutral,eat
_shines92 aww that sucks,negative,_shines92 aww suck
Haha i bet a man did make heels! Im sorry you hurt though.  I hope you feel better!  ~Livelovesing~,neutral,haha bet man make heel im sorry hurt though hope feel better ~livelovesing~
 Thanks so much for following! The Muse has much gratitude and wishes you a magnificent & productive start to your day!,positive, thank much follow muse much gratitude wish magnificent & productive start day
Omg they know so many words now where did the time go  here`s some of there words money ball keys.,neutral,omg know many word time go ` word money ball key
Tummy bugs are lame! Got about an hours sleep if that.,negative,tummy bug lame get hours sleep 
Just saw the Toy Story 3 trailer! It`s about to get EPIC! Woody taking L`s once again,positive, saw toy story 3 trailer ` get epic woody take l` 
Just got home from dinner with my mommy and my new grandma. I`d rather be in Hollywood right now,neutral, get home dinner mommy new grandma ` rather hollywood right 
@_Cheshire_Cat_,neutral,@_cheshire_cat_
" classics are timeless...dont believe me, check youtube, google, etc. Numbers dont lie & i actually performed it last night,",neutral, classics timelessdont believe check youtube google etc number dont lie & actually perform last night
off to work now,neutral, work 
**** if there is anytime I need my car... its now! Dammit,negative,**** anytime need car dammit
Oh good God crampsss...,negative,oh good god cramp
 OH THAT`S GOOD! My top 4 are: The Haunted House/Sound one; Bakery; Inside Ralphie`s body; & ..... I FORGET!!,positive, oh ` good top 4 haunt house/sound one bakery inside ralphie` body & forget
 You almost have as many viewers as the Live Eagle Cam on Ustream  http://tinyurl.com/d4hgoj,neutral, almost many viewers live eagle cam ustream http//tinyurlcom/d4hgoj
" A couple of other guys did similar mods, so it may not have been mine that  saw. I think mine`s the best, but I`m biased",neutral, couple guy similar mods may mine saw think mine` best ` bias
 ME,neutral, 
"_xo hey hey, ur following me  ur gna relise that i tweet ALOT!! haha more than a normal person wud but im not normal",neutral,_xo hey hey ur follow ur gna relise tweet alot haha normal person wud im normal
" the movie Tym... So sad, I was crying non-stop.",negative, movie tym sad cry non-stop
_in_Forks ::static:: I know! I`ve barely seen anyone since I got into Paris yesterday.  I`ve just been walking around.  ::static::,neutral,_in_forks static know ` barely see anyone since get paris yesterday ` walk around static
Is watching the final Underbelly,neutral, watch final underbelly
 lol well i learned somethin new  thx !,positive, lol well learn somethin new thx 
dissapointed in every way....confused... and damaged by the ugly love bug,negative,dissapointed every wayconfused damage ugly love bug
"**** it...Margie said she couldn`t share the info on who killed Evil Eddy with me   She wanted my info again, gave it to her",negative,**** itmargie say ` share info kill evil eddy want info give 
: re 'pot meet kettle' not so sure of that equation.,neutral, 'pot meet kettle' sure equation
" sweetie pie, buttercup, married ppl share hehehehehe.....this includes ur shoe collection  I am trading UP!",neutral, sweetie pie buttercup marry ppl share hehehehehethis include ur shoe collection trade 
" I`m glad for you  I`m fine, thanks. Just another night full of M",positive, ` glad ` fine thank another night full 
its Monday and all is good,positive, monday good
 wooohooo! I`m fourth row back,neutral, wooohooo ` fourth row back
made this for you when i got home from wango tango http://bit.ly/1UjzQ    what a wonderful day.,positive,make get home wango tango http//bitly/1ujzq wonderful day
 it`s a dreary monday morning and I slept like ****...give me a break...,negative, ` dreary monday morning sleep like ****give break
Trying to figure out how this works  ... BOO,neutral,try figure work boo
ugh. i just want things to go back to normal. i miss my best friend,negative,ugh want things go back normal miss best friend
collage. what is feminism?,neutral,collage feminism
at school right now,neutral, school right 
it`s midnight.,neutral,` midnight
i wonder if there is a life after Alzheimer`s caring. beyond despair. poverty sux but commerce is futile. there is no description. mommy,negative, wonder life alzheimer` care beyond despair poverty sux commerce futile description mommy
" hahaha this is super late, but thank you!!",neutral, hahaha super late thank 
 so i spoke too soon.... & my weekend may be delayed for like 20 more min  aaaah i gottaaa get outttt of here b4 i lose it,negative, speak soon & weekend may delay like 20 min aaaah gottaaa get outttt b4 lose 
 good morning...did you break 5 digits yet?,positive, good morningdid break 5 digits yet
It feels like its nine and not one. Guess what? I love making money,positive, feel like nine one guess love make money
Back at home. At the moment Iï¿½m speaking to my aunt on the telephone and Darius is neighting in the backround... Miss my little horse,negative,back home moment iï¿½m speak aunt telephone darius neighting backround miss little horse
  lol he does love spahkly gold things....,neutral, lol love spahkly gold things
"Lobster dinner with MBA folks tonight, but no terasse, pouring rain in Mtl...",neutral,lobster dinner mba folks tonight terasse pour rain mtl
My wiki project is going to have to wait another month  But manager thinks I need loads of time to prepare + has halved my workload,neutral, wiki project go wait another month manager think need load time prepare + halve workload
ugh lost the remote  gotta actually move to change channel wtf #****,negative,ugh lose remote gotta actually move change channel wtf #****
 i`m not proud. but os x excels at video/photo editing where the pc lags so much behind.,negative, ` proud os x excel video/photo edit pc lag much behind
 always,neutral, always
" i`ll take a lookie, sound great",positive, ` take lookie sound great
     Soooooooo What Happened To Power ForReal?,neutral, soooooooo happen power forreal
Oh no.... Trouble in paradice,negative,oh trouble paradice
 So you`re the reason I can`t get a BoC,negative, ` reason ` get boc
" yeah, I also had to do a paper.. I only have one more final left: algebra.. & I take it on my birthday!!   (june 3)",neutral, yeah also paper one final leave algebra & take birthday (june 3)
 i miss coffee,negative, miss coffee
  It should take you back to colorado where you belong,neutral, take back colorado belong
 hope the studyin went well,positive, hope studyin go well
"I can`t open my eyes properly, maybe if i sleep for a lil` while longer it`ll fix itself",negative, ` open eye properly maybe sleep lil` longer ` fix 
" yep, itï¿½s Mothers Day here as well but me and my family ignore it!  weï¿½re celebrating it EVERY day ... LOL",neutral, yep itï¿½s mother day well family ignore weï¿½re celebrate every day lol
Watching 'Hairspray',neutral,watch 'hairspray'
" It`s good they`re realistic, but I still don`t like thinking about it!!!",neutral, ` good ` realistic still ` like think 
 so glad i did not say hi to last night... i dont want the flu... but sry if you really do have it,neutral, glad say hi last night dont want flu sry really 
 No flame wars on this weeks episode?,neutral, flame war weeks episode
"feels the same way about cherry-flavored items as Shannt does about grapes. Strange, but true.",neutral,feel way cherry-flavored items shannt grapes strange true
At home sick.. On a friday...studying is all im doing at this point.. My weekend is so ruined,negative, home sick fridaystudying im point weekend ruin
"I mean i`m tired, and sooooo freakin in love with my .",neutral, mean ` tire sooooo freakin love 
 just need to know what to be cautious about.  being cautious is good.,positive, need know cautious cautious good
"Hmmm go to sleep because i have to be up at 6 on a saturday  for work, or watch 2 more episodes of one tree hill? one tree hill i think!",neutral,hmmm go sleep 6 saturday work watch 2 episodes one tree hill one tree hill think
I just saw 22nd of June and it make me think of Jenny  I miss her so much  ...,negative, saw 22nd june make think jenny miss much 
 I`m praying for you and your family beav! I`m so sorry for your loss,negative, ` pray family beav ` sorry loss
Not happy got a big choice to make,negative, happy get big choice make
Home from Disney...best time in a long time...howl at the moon tonight for GBA and then BHB Tuesday  oh drummer boy  niiight,positive,home disneybest time long timehowl moon tonight gba bhb tuesday oh drummer boy niiight
 _defcon1 I gather you guys continued the drinking after I left?,neutral, _defcon1 gather guy continue drink leave
Whyyy am I still awake when I have to work at 8?! This is not good,negative,whyyy still awake work 8 good
i am up - dont want to be though  wish i had slept in more heather woke me up. i`ve got to work later but first i will read some twilight!,negative, - dont want though wish sleep heather wake ` get work later first read twilight
 im having a bad day,negative, im bad day
hanging out in myrtle beach as a married man,neutral,hang myrtle beach marry man
Computer pissing me off. 4 gig ram 2.5ghz Dual core and vista freezes...**** you microsoft...i want win 7,negative,computer piss 4 gig ram 25ghz dual core vista freezes**** microsofti want win 7
@_Bella_Cullen13  _Cullen26  _Cullen10  These are my family girls  love u guys *smiles*,positive,@_bella_cullen13 _cullen26 _cullen10 family girls love u guy *smiles*
" - Yea, I really need to learn to reload my own",neutral, - yea really need learn reload 
now i dont feel so good,negative, dont feel good
over him  finally,neutral, finally
Having horrible nightmares not gonna go back to sleep,negative, horrible nightmares gonna go back sleep
